喜酒,hei2 jau2,"
",,,,
喜鹊,hei2 jeuk8,"
",,,,
岂止,hei2 ji2,"
",,,,
起腱,hei2 jin2,"长出腱子肉，起腱子
",,,,
起作用,hei2 jok8 yung6,"
",,,,
喜剧,hei2 kek9,"
",,,,
喜剧片,hei2 kek9 pin2,"
",,,,
起立,hei2 laap9,"
",,,,
起嚟,hei2 lei4,"起来
",,,,
岂料,hei2 liu6,"
",,,,
起来,hei2 loi4,"
",,,,
起落,hei2 lok9,"
",,,,
起落架,hei2 lok9 ga2,"
",,,,
起唔到身,hei2 m4 dou2 san1,"起不了床
",,,,
起码,hei2 ma5,"
",,,,
喜闻乐见,hei2 man4 lok9 gin3,"
",,,,
起名,hei2 ming4,"
",,,,
起舞,hei2 mou5,"
",,,,
起锚,hei2 naau4,"动身，起程
",,,,
岂能,hei2 nang4,"
",,,,
起眼,hei2 ngaan5,"
",,,,
起屋,hei2 nguk7,"盖房子
",,,,
喜怒不形于色,hei2 nou6 bat7 ying4 yu1 sik7,"
",,,,
喜怒无常,hei2 nou6 mou4 seung4,"
",,,,
喜怒哀乐,hei2 nou6 oi1 lok9,"
",,,,
喜爱,hei2 oi3,"
",,,,
起泡,hei2 paau1,"
",,,,
起跑,hei2 paau2,"
",,,,
起跑点,hei2 paau2 dim2,"
",,,,
起跑线,hei2 paau2 sin3,"
",,,,
起晒弶,hei2 saai3 gong6,"装腔作势
",,,,
起势,hei2 sai3,"拼命，极度，竭力，一个劲，一个劲地，竭力地，拼命地，一个劲儿地，越来越有劲地
",,,,
起势噉,hei2 sai3 gam2,"不停地，拼命地，竭力地，一个劲地，一个劲儿地，越来越有劲地
",,,,
起势噉做,hei2 sai3 gam2 jou6,"拼命干，一股劲儿地干
",,,,
起势行,hei2 sai3 haang4,"赶路，拼命地走
",,,,
起势倾,hei2 sai3 king1,"谈个没完，使劲地聊天
",,,,
起誓,hei2 sai6,"
",,,,
起身,hei2 san1,"起来，起床
",,,,
喜新厌旧,hei2 san1 yim3 gau6,"
",,,,
起首,hei2 sau2,"开始，从…开始，…起
",,,,
起死回生,hei2 sei2 wui4 sang1,"
",,,,
喜讯,hei2 seun3,"
",,,,
起上嚟,hei2 seung5 lei4,"起来
",,,,
起先,hei2 sin1,"起初，开头
",,,,
起承转合,hei2 sing4 jyun2 hap9,"
",,,,
喜笑颜开,hei2 siu3 ngaan4 hoi1,"
",,,,
起诉,hei2 sou3,"
",,,,
起头,hei2 tau4,"起初，最初，开头
",,,,
囍帖,hei2 tip8,"
",,,,
起镬,hei2 wok9,"出锅，上碟，起锅儿
",,,,
起镬,hei2 wok9,"炝锅
",,,,
起因,hei2 yan1,"
",,,,
岂有,hei2 yau5,"
",,,,
岂有此理,hei2 yau5 chi2 lei5,"
",,,,
喜洋洋,hei2 yeung4 yeung4,"
",,,,
起疑,hei2 yi4,"
",,,,
起疑心,hei2 yi4 sam1,"
",,,,
起义,hei2 yi6,"
",,,,
喜宴,hei2 yin3,"
",,,,
喜筵,hei2 yin4,"
",,,,
喜形于色,hei2 ying4 yu1 sik7,"
",,,,
起源,hei2 yun4,"
",,,,
起用,hei2 yung6,"
",,,,
喜悦,hei2 yut9,"
",,,,
戏,hei3,"电影
",,,,
饩,hei3,"喂养
",,,,
气压,hei3 aat8,"
",,,,
戏班,hei3 baan1,"
",,,,
气泵,hei3 bam1,"打气筒，气筒
",,,,
汽车喇叭,hei3 che1 la3 ba1,"
",,,,
气枪,hei3 cheung1,"
",,,,
器材,hei3 choi3,"
",,,,
气冲冲,hei3 chung1 chung1,"
",,,,
气喘,hei3 chyun2,"
",,,,
气喘病,hei3 chyun2 bing6,"
",,,,
气喘如牛,hei3 chyun2 yu5 ngau4,"
",,,,
戏单,hei3 daan1,"
",,,,
汽笛,hei3 dek9,"
",,,,
气垫,hei3 din2,"
",,,,
气垫船,hei3 din2 syun4,"
",,,,
气都透唔到,hei3 dou1 tau2 m4 dou2,"喘不过气，连喘口气都困难
",,,,
气度,hei3 dou6,"
",,,,
气度不凡,hei3 dou6 bat7 faan4,"
",,,,
气化,hei3 fa3,"
",,,,
戏法人人会变，各有巧妙不同,hei3 faat8 yan4 yan4 wui6 bin3 gok8 yau5 haau2 miu6 bat7 tung4,"
",,,,
气氛,hei3 fan1,"
",,,,
气愤,hei3 fan5,"
",,,,
气阀,hei3 fat9,"
",,,,
戏服,hei3 fuk9,"戏装，演出服装
",,,,
饩鸡,hei3 gai1,"喂鸡
",,,,
气急败坏,hei3 gap7 baai6 waai6,"
",,,,
器官,hei3 gun1,"
",,,,
气管炎,hei3 gun2 yim4,"
",,,,
气功,hei3 gung1,"
",,,,
器械,hei3 haai6,"
",,,,
气候,hei3 hau6,"
",,,,
气腔,hei3 hong1,"
",,,,
气炸,hei3 ja3,"
",,,,
气闸,hei3 jaap9,"
",,,,
气质,hei3 jat7,"
",,,,
气象,hei3 jeung6,"
",,,,
气象报告,hei3 jeung6 bou3 gou3,"
",,,,
气象局,hei3 jeung6 guk9,"
",,,,
气象学,hei3 jeung6 hok9,"
",,,,
气象学家,hei3 jeung6 hok9 ga1,"
",,,,
气象站,hei3 jeung6 jaam6,"
",,,,
气象台,hei3 jeung6 toi4,"
",,,,
气象预报,hei3 jeung6 yu6 bou3,"
",,,,
气荐,hei3 jin2,"气垫
",,,,
戏中戏,hei3 jung1 hei3,"
",,,,
饩猪,hei3 jyu1,"喂猪
",,,,
气绝,hei3 jyut9,"
",,,,
气球,hei3 kau4,"
",,,,
戏剧,hei3 kek9,"
",,,,
戏剧化,hei3 kek9 fa3,"
",,,,
戏剧系,hei3 kek9 hai6,"
",,,,
戏剧性,hei3 kek9 sing3,"
",,,,
戏剧团,hei3 kek9 tyun4,"
",,,,
戏曲,hei3 kuk7,"
",,,,
气流,hei3 lau4,"
",,,,
气量,hei3 leung6,"
",,,,
气力,hei3 lik9,"
",,,,
气罗气喘,hei3 lo4 hei3 chyun2,"气喘吁吁，上气不接下气
",,,,
戏弄,hei3 lung6,"
",,,,
戏码,hei3 ma5,"
",,,,
气味,hei3 mei6,"
",,,,
器皿,hei3 ming5,"
",,,,
气门,hei3 mun4,"
",,,,
气馁,hei3 neui5,"
",,,,
气囊,hei3 nong4,"
",,,,
气恼,hei3 nou5,"
",,,,
气派,hei3 paai3,"
",,,,
气魄,hei3 paak8,"
",,,,
戏棚,hei3 paang4,"
",,,,
戏票,hei3 piu3,"
",,,,
气泡,hei3 pou5,"
",,,,
戏耍,hei3 sa2,"
",,,,
气势不凡,hei3 sai3 bat7 faan4,"
",,,,
气势凌人,hei3 sai3 ling4 yan4,"
",,,,
气势磅礴,hei3 sai3 pong4 bok9,"
",,,,
戏水,hei3 seui2,"
",,,,
汽水,hei3 seui2,"
",,,,
气息,hei3 sik7,"
",,,,
气色,hei3 sik7,"
",,,,
气数,hei3 sou3,"
",,,,
气数已尽,hei3 sou3 yi5 jeun6,"
",,,,
汽船,hei3 syun4,"
",,,,
气态,hei3 taai3,"
",,,,
气体,hei3 tai2,"
",,,,
气体燃料,hei3 tai2 yin4 liu6,"
",,,,
戏台,hei3 toi4,"
",,,,
气团,hei3 tyun4,"
",,,,
气温,hei3 wan1,"
",,,,
气温计,hei3 wan1 gai3,"
",,,,
气运,hei3 wan6,"
",,,,
气韵,hei3 wan6,"
",,,,
戏谑,hei3 yeuk9,"
",,,,
气焰,hei3 yim6,"
",,,,
气焰嚣张,hei3 yim6 hiu1 jeung1,"
",,,,
戏言,hei3 yin4,"
",,,,
弃婴案,hei3 ying1 on3,"
",,,,
戏肉,hei3 yuk9,"好戏，重头戏，剧中精华，戏剧的高潮
",,,,
戏院,hei3 yun2,"
",,,,
吃饱,hek8 baau2,"
",,,,
吃菜,hek8 choi3,"
",,,,
吃醋,hek8 chou3,"
",,,,
吃喝玩乐,hek8 hot8 wun6 lok9,"
",,,,
吃里扒外,hek8 leui5 pa4 ngoi6,"
",,,,
轻松,heng1 sung1,"
",,,,
㗾,heu1,"哈，呵，哈气，呵气，张口呼气
",,,,
㗾,heu1,"嘘，起哄，喝倒采，叫倒好儿，喊倒好儿
",,,,
靴,heu1,"靴子
",,,,
㗾一啖气,heu1 yat7 daam6 hei3,"哈一口气
",,,,
墟,heui1,"集市
",,,,
墟巴嘈闭,heui1 ba1 chou4 bai3,"吵吵闹闹，吵闹得很厉害
",,,,
虚报,heui1 bou3,"
",,,,
墟场,heui1 cheung4,"集市
",,,,
虚假,heui1 ga2,"
",,,,
虚构,heui1 gau3,"
",,,,
墟冚,heui1 ham6,"噪闹，人声嘈杂
",,,,
嘘唏,heui1 hei1,"
",,,,
歔欷,heui1 hei1,"
",,,,
墟墟冚冚,heui1 heui1 ham6 ham6,"声势巨大，热热闹闹
",,,,
虚无,heui1 mou4,"
",,,,
虚伪,heui1 ngai6,"
",,,,
虚幻,heui1 waan6,"
",,,,
虚荣,heui1 wing4,"
",,,,
墟日,heui1 yat9,"赶集日，逢集，集日
",,,,
虚弱,heui1 yeuk9,"
",,,,
虚拟,heui1 yi5,"
",,,,
许多,heui2 do1,"
",,,,
栩栩如生,heui2 heui2 yu4 sang1,"
",,,,
许可证,heui2 ho2 jing3,"
",,,,
许愿,heui2 yun6,"
",,,,
去厕所,heui3 chi3 so2,"上厕所
",,,,
去得,heui3 dak7,"可以去
",,,,
去得过,heui3 dak7 gwo3,"值得去，可以去
",,,,
去到咁尽,heui3 dou3 gam3 jeun6,"那么过份，那么拼命，那么使劲
",,,,
去到尽,heui3 dou3 jeun6,"拼命，尽力，投入，拼尽全力，十分投入，尽心尽力
",,,,
去街,heui3 gaai1,"上街，逛街，出去，到街上
",,,,
去街买餸,heui3 gaai1 maai5 sung3,"上街买菜
",,,,
墟咁嘈,heui3 gam3 chou4,"吵吵闹闹，吵闹得很厉害
",,,,
去就去啦,heui3 jau6 heui3 la1,"去就去吧
",,,,
去咗,heui3 jo2,"死了，去世了，过世了，离开人世
",,,,
去咗见周公,heui3 jo2 gin3 jau1 gung1,"睡着了
",,,,
去咗卖咸鸭蛋,heui3 jo2 maai6 haam4 ngaap8 daan6,"去世，过世
",,,,
去咗饮,heui3 jo2 yam2,"做客去了
",,,,
去咗游埠,heui3 jo2 yau4 fau6,"死了，去世了，过世了
",,,,
去马,heui3 ma5,"上马
",,,,
去卖咸鸭蛋,heui3 maai6 haam4 ngaap8 daan6,"去世，过世
",,,,
去蒲,heui3 pou4,"去娱乐场所玩
",,,,
去世,heui3 sai3,"
",,,,
去饮,heui3 yam2,"赴宴，去喝喜酒
",,,,
去氧核糖核酸,heui3 yeung5 hat9 tong4 hat9 syun1,"
",,,,
香,heung1,"死，去世，过世，逝世
",,,,
香包,heung1 baau1,"
",,,,
香槟,heung1 ban1,"
",,,,
香槟酒,heung1 ban1 jau2,"
",,,,
香饼,heung1 beng2,"
",,,,
香茶,heung1 cha4,"
",,,,
香椿,heung1 cheun1,"
",,,,
香椿芽,heung1 cheun1 nga4,"
",,,,
香椿头,heung1 cheun1 tau4,"
",,,,
香肠,heung1 cheung4,"
",,,,
香菜,heung1 choi3,"
",,,,
香草,heung1 chou2,"
",,,,
香草奶昔,heung1 chou2 naai5 sik7,"香草牛奶冰淇淋，香草奶昔
",,,,
香花,heung1 fa1,"
",,,,
香粉,heung1 fan2,"
",,,,
香粉盒,heung1 fan2 hap9,"
",,,,
香火,heung1 fo2,"
",,,,
香灰,heung1 fui1,"
",,,,
香枧,heung1 gaan2,"香皂
",,,,
香港地,heung1 gong2 dei2,"香港这个地方，香港
",,,,
香港脚,heung1 gong2 geuk8,"脚气，脚癣，香港脚
",,,,
香港人,heung1 gong2 yan4,"
",,,,
香菇,heung1 gu1,"
",,,,
香瓜,heung1 gwa1,"
",,,,
香瓜汁,heung1 gwa1 jap7,"
",,,,
香闺,heung1 gwai1,"
",,,,
香闺,heung1 gwai1,"
",,,,
乡下,heung1 ha2,"家乡，故乡，老家
",,,,
乡下仔,heung1 ha2 jai2,"土包子，乡巴佬
",,,,
乡下佬,heung1 ha2 lou2,"土包子，乡巴佬
",,,,
乡下妹,heung1 ha2 mui1,"土包子，乡巴佬
",,,,
乡下婆,heung1 ha2 po2,"土包子，乡巴佬
",,,,
乡下,heung1 ha6,"
",,,,
香客,heung1 haak8,"
",,,,
香盒,heung1 hap9,"
",,,,
香口胶,heung1 hau2 gaau1,"口香糖
",,,,
香气,heung1 hei3,"
",,,,
香酒,heung1 jau2,"
",,,,
香樟,heung1 jeung1,"
",,,,
香纸,heung1 ji2,"
",,,,
香精油,heung1 jing1 yau4,"
",,,,
香蕉,heung1 jiu1,"
",,,,
香蕉奶昔,heung1 jiu1 naai5 sik7,"香蕉牛奶冰淇淋，香蕉奶昔
",,,,
香咗,heung1 jo2,"死了，去世了，过世了
",,,,
香皂,heung1 jou6,"
",,,,
香烛,heung1 juk7,"
",,,,
香芹,heung1 kan4,"
",,,,
乡里,heung1 lei5,"同乡，老乡，当地人
",,,,
乡里鬼鬼,heung1 lei5 gwai2 gwai2,"老乡，同乡
",,,,
香料,heung1 liu6,"
",,,,
香料粉,heung1 liu6 fan2,"五香粉
",,,,
香炉,heung1 lou4,"
",,,,
香炉趸,heung1 lou4 dan2,"独生子，独苗
",,,,
香味,heung1 mei6,"
",,,,
香味扑鼻,heung1 mei6 pok8 bei6,"
",,,,
香浓,heung1 nung4,"
",,,,
香案,heung1 on3,"
",,,,
香喷喷,heung1 pan3 pan3,"香香的，很香
",,,,
香片,heung1 pin2,"茉莉花茶
",,,,
香水,heung1 seui2,"
",,,,
香消玉殒,heung1 siu1 yuk9 wan5,"
",,,,
香酥,heung1 sou1,"
",,,,
香甜,heung1 tim4,"
",,,,
香甜可口,heung1 tim4 ho2 hau2,"
",,,,
香油,heung1 yau4,"
",,,,
香艳,heung1 yim6,"
",,,,
香烟,heung1 yin1,"
",,,,
香烟盒,heung1 yin1 hap9,"
",,,,
香烟头,heung1 yin1 tau4,"
",,,,
香肉,heung1 yuk9,"狗肉
",,,,
响,heung2,"在
",,,,
响边度,heung2 bin1 dou6,"在哪里
",,,,
响…度,heung2 dou6,"在…
",,,,
响度,heung2 dou6,"在这里，在那里
",,,,
享福,heung2 fuk7,"
",,,,
响钟,heung2 jung1,"鸣钟
",,,,
晌礼,heung2 lai5,"
",,,,
享乐,heung2 lok9,"
",,,,
享乐主义,heung2 lok9 jyu2 yi6,"
",,,,
响尾蛇,heung2 mei5 se4,"
",,,,
响屋企,heung2 nguk7 kei2,"在家
",,,,
享年,heung2 nin4,"
",,,,
享受,heung2 sau6,"
",,,,
响处,heung2 syu3,"在这里，在那里
",,,,
响入面,heung2 yap9 min6,"在里面
",,,,
享有,heung2 yau5,"
",,,,
享誉,heung2 yu6,"
",,,,
享用,heung2 yung6,"
",,,,
向前,heung3 chin4,"
",,,,
向前行,heung3 chin4 haang4,"往前走
",,,,
向导,heung3 dou6,"
",,,,
向西,heung3 sai1,"朝西
",,,,
向往,heung3 wong5,"
",,,,
向隅,heung3 yu4,"
",,,,
谦虚,him1 heui1,"
",,,,
谦虚过头,him1 heui1 gwo3 tau4,"过分谦虚
",,,,
谦逊,him1 seun3,"
",,,,
谦让,him1 yeung6,"
",,,,
险境,him2 ging2,"
",,,,
险峻,him2 jeun3,"
",,,,
险遭不测,him2 jou1 bat7 chak7,"
",,,,
险遭毒手,him2 jou1 duk9 sau2,"
",,,,
险滩,him2 taan1,"
",,,,
欠佳,him3 gaai1,"
",,,,
欠债,him3 jaai3,"
",,,,
欠缺,him3 kyut8,"
",,,,
芡实,him3 sat9,"
",,,,
险胜,him3 sing3,"
",,,,
牵绊,hin1 bun6,"
",,,,
牵扯,hin1 che2,"
",,,,
牵肠挂肚,hin1 cheung4 gwa3 tou5,"
",,,,
牵缠,hin1 chin4,"
",,,,
牵动,hin1 dung6,"
",,,,
牵挂,hin1 gwa3,"
",,,,
掀起,hin1 hei2,"
",,,,
牵制,hin1 jai3,"
",,,,
牵掣,hin1 jai3,"
",,,,
牵强,hin1 keung5,"
",,,,
牵强附会,hin1 keung5 fu6 wui6,"
",,,,
牵拉,hin1 laai1,"
",,,,
牵累,hin1 leui5,"
",,,,
牵连,hin1 lin4,"
",,,,
牵牛,hin1 ngau4,"
",,,,
牵牛花,hin1 ngau4 fa1,"
",,,,
牵念,hin1 nim6,"
",,,,
牵手,hin1 sau2,"
",,,,
牵线,hin1 sin3,"
",,,,
牵线人,hin1 sin3 yan4,"
",,,,
牵涉,hin1 sip8,"
",,,,
牵头,hin1 tau4,"
",,,,
牵引,hin1 yan5,"
",,,,
牵引机,hin1 yan5 gei1,"
",,,,
牵引力,hin1 yan5 lik9,"
",,,,
牵一发而动全身,hin1 yat7 faat8 yi4 dung6 chyun4 san1,"
",,,,
蚬,hin2,"哈蜊，蚌
",,,,
显出,hin2 cheut7,"
",,,,
显得,hin2 dak7,"
",,,,
显赫,hin2 haak7,"
",,,,
蚬壳,hin2 hok8,"蛤蜊壳
",,,,
显学,hin2 hok9,"
",,,,
谴责,hin2 jaak8,"
",,,,
显像,hin2 jeung6,"
",,,,
显微镜,hin2 mei4 geng3,"
",,,,
显明,hin2 ming4,"
",,,,
显示,hin2 si6,"
",,,,
显而易见,hin2 yi4 yi6 gin3,"
",,,,
显然,hin2 yin4,"
",,,,
显影,hin2 ying2,"
",,,,
显影剂,hin2 ying2 jai1,"
",,,,
显影纸,hin2 ying2 ji2,"
",,,,
显影液,hin2 ying2 yik9,"
",,,,
蚬肉,hin2 yuk9,"蛤蜊肉
",,,,
献宝,hin3 bou2,"
",,,,
献策,hin3 chaak8,"
",,,,
献丑,hin3 chau2,"
",,,,
献出,hin3 cheut7,"
",,,,
献词,hin3 chi4,"
",,,,
献辞,hin3 chi4,"
",,,,
献花,hin3 fa1,"
",,,,
献计,hin3 gai3,"
",,,,
献金,hin3 gam1,"
",,,,
献技,hin3 gei6,"
",,,,
献酒,hin3 jau2,"
",,,,
献拙,hin3 jyut8,"
",,,,
献给,hin3 kap7,"
",,,,
献旗,hin3 kei4,"
",,,,
献礼,hin3 lai5,"
",,,,
献媚,hin3 mei6,"
",,,,
献艺,hin3 ngai6,"
",,,,
献世,hin3 sai3,"败家，现世，现眼
",,,,
献身,hin3 san1,"
",,,,
献上,hin3 seung6,"
",,,,
献诗,hin3 si1,"
",,,,
献殷勤,hin3 yan1 kan4,"
",,,,
献言,hin3 yin4,"
",,,,
兴,hing1,"流行，时兴
",,,,
轻压,hing1 aat8,"
",,,,
兴办,hing1 baan6,"
",,,,
轻便,hing1 bin6,"
",,,,
兴兵,hing1 bing1,"
",,,,
轻兵,hing1 bing1,"
",,,,
轻薄,hing1 bok9,"
",,,,
轻脆,hing1 cheui3,"
",,,,
轻重,hing1 chung5,"
",,,,
兄弟,hing1 dai6,"
",,,,
兄弟,hing1 dai6,"男傧相
",,,,
轻敌,hing1 dik9,"
",,,,
轻度,hing1 dou6,"
",,,,
兴奋,hing1 fan5,"
",,,,
轻放,hing1 fong3,"
",,,,
轻风,hing1 fung1,"
",,,,
兴革,hing1 gaak8,"
",,,,
轻金属,hing1 gam1 suk9,"
",,,,
轻机枪,hing1 gei1 cheung1,"
",,,,
轻车熟路,hing1 geui1 suk9 lou6,"
",,,,
轻举妄动,hing1 geui2 mong5 dung6,"
",,,,
兴建,hing1 gin3,"
",,,,
兴工,hing1 gung1,"
",,,,
轻功,hing1 gung1,"
",,,,
轻工,hing1 gung1,"
",,,,
轻工业,hing1 gung1 yip9,"
",,,,
轻巧,hing1 haau2,"
",,,,
轻巧方便,hing1 haau2 fong1 bin6,"
",,,,
兴起,hing1 hei2,"
",,,,
氢气,hing1 hei3,"
",,,,
馨香,hing1 heung1,"
",,,,
馨香,hing1 heung1,"光彩的，名声好
",,,,
轻轻,hing1 hing1,"
",,,,
卿卿我我,hing1 hing1 ngo5 ngo5,"
",,,,
轻轻松松,hing1 hing1 sung1 sung1,"
",,,,
轻捷,hing1 jit9,"
",,,,
轻装,hing1 jong1,"
",,,,
轻骑,hing1 ke4,"
",,,,
轻骑兵,hing1 ke4 bing1,"
",,,,
兴隆,hing1 lung4,"
",,,,
轻慢,hing1 maan6,"
",,,,
轻微,hing1 mei4,"
",,,,
轻蔑,hing1 mit9,"
",,,,
轻描淡写,hing1 miu4 daam6 se2,"
",,,,
轻妙,hing1 miu6,"
",,,,
兴亡,hing1 mong4,"
",,,,
轻武器,hing1 mou5 hei3,"
",,,,
轻飘,hing1 piu1,"
",,,,
轻心,hing1 sam1,"
",,,,
轻生,hing1 sang1,"
",,,,
兴修,hing1 sau1,"
",,,,
兴衰,hing1 seui1,"
",,,,
轻信,hing1 seun3,"
",,,,
轻伤,hing1 seung1,"
",,,,
轻视,hing1 si6,"
",,,,
轻声,hing1 sing1,"
",,,,
兴盛,hing1 sing6,"
",,,,
轻松愉快,hing1 sung1 yu4 faai3,"
",,,,
兴旺,hing1 wong6,"
",,,,
轻音乐,hing1 yam1 ngok9,"
",,,,
轻易,hing1 yi6,"
",,,,
轻型,hing1 ying4,"
",,,,
轻如羽毛,hing1 yu4 yu5 mou4,"
",,,,
㷫,hing3,"热闹，兴奋，来劲
",,,,
㷫,hing3,"热，烫
",,,,
㷫,hing3,"生气，发怒
",,,,
罄笔难书,hing3 bat7 naan4 syu1,"
",,,,
㷫亲,hing3 chan1,"烫伤
",,,,
兴趣,hing3 cheui3,"
",,,,
兴趣盎然,hing3 cheui3 ngong3 yin4,"
",,,,
兴冲冲,hing3 chung1 chung1,"
",,,,
庆典,hing3 din2,"
",,,,
㷫干,hing3 gon1,"烘干，烤干
",,,,
兴高采烈,hing3 gou1 choi2 lit9,"
",,,,
庆功,hing3 gung1,"
",,,,
庆功会,hing3 gung1 wui6,"
",,,,
庆功宴,hing3 gung1 yin3,"
",,,,
㷫烚烚,hing3 hap9 hap9,"热辣辣，热烘烘
",,,,
㷫起嚟,hing3 hei2 lei4,"来劲，劲头来，热乎
",,,,
庆贺,hing3 ho6,"
",,,,
兴致,hing3 ji3,"
",,,,
兴致勃勃,hing3 ji3 but9 but9,"
",,,,
庆祝,hing3 juk7,"
",,,,
罄竹难书,hing3 juk7 naan4 syu1,"
",,,,
兴味,hing3 mei6,"
",,,,
兴味无穷,hing3 mei6 mou4 kung4,"
",,,,
兴味索然,hing3 mei6 saak8 yin4,"
",,,,
庆生,hing3 sang1,"
",,,,
庆生会,hing3 sang1 wui6,"
",,,,
㷫热,hing3 yit9,"烤热
",,,,
胫骨,hing5 gwat7,"
",,,,
胁迫,hip8 baak7,"
",,,,
怯场,hip8 cheung4,"
",,,,
挟持,hip8 chi4,"
",,,,
协助,hip8 jo6,"
",,,,
怯懦,hip8 no6,"
",,,,
怯生生,hip8 sang1 sang1,"
",,,,
怯头怯脑,hip8 tau4 hip8 nou5,"
",,,,
协调,hip8 tiu4,"
",,,,
协会,hip8 wui6,"
",,,,
怯弱,hip8 yeuk9,"
",,,,
怯意,hip8 yi3,"
",,,,
协议,hip8 yi5,"
",,,,
惬意,hip9 yi3,"
",,,,
蠍,hit8,"蝎子
",,,,
歇后语,hit8 hau6 yu5,"
",,,,
歇手,hit8 sau2,"停手
",,,,
浇花,hiu1 fa1,"
",,,,
侥幸,hiu1 hang6,"
",,,,
侥幸获胜,hiu1 hang6 wok9 sing3,"
",,,,
跷跷板,hiu1 hiu1 baan2,"
",,,,
骁悍,hiu1 hon6,"
",,,,
骁雄,hiu1 hung4,"
",,,,
嚣张,hiu1 jeung1,"
",,,,
骁将,hiu1 jeung3,"
",,,,
枭骑,hiu1 kei3,"
",,,,
骁骑,hiu1 kei3,"
",,,,
骁骑营,hiu1 kei3 ying4,"
",,,,
浇水,hiu1 seui2,"
",,,,
骁勇,hiu1 yung5,"
",,,,
骁勇善战,hiu1 yung5 sin6 jin3,"
",,,,
晓,hiu2,"懂，会
",,,,
晓得,hiu2 dak7,"
",,,,
晓以大义,hiu2 yi5 daai6 yi6,"
",,,,
晓谕,hiu2 yu6,"
",,,,
窍门,hiu3 mun4,"
",,,,
苛刻,ho1 hak7,"
",,,,
呵气,ho1 hei3,"
",,,,
呵呵,ho1 ho1,"
",,,,
诃子,ho1 ji2,"
",,,,
呵护,ho1 wu6,"
",,,,
河,ho2,"米粉条，宽粉条，熟米粉条，宽米粉条
",,,,
可悲,ho2 bei1,"
",,,,
可怖,ho2 bou3,"
",,,,
可取,ho2 cheui2,"
",,,,
可耻,ho2 chi2,"
",,,,
可造之才,ho2 chou3 ji1 choi4,"
",,,,
可大可小,ho2 daai6 ho2 siu3,"
",,,,
可多可少,ho2 do1 ho2 siu2,"
",,,,
河粉,ho2 fan2,"米粉条，宽粉条，熟米粉条，宽米粉条
",,,,
可否,ho2 fau2,"
",,,,
可耕地,ho2 gaang1 dei6,"
",,,,
可歌可泣,ho2 go1 ho2 yap7,"
",,,,
可观,ho2 gun1,"
",,,,
可供,ho2 gung1,"
",,,,
可供参考,ho2 gung1 chaam1 haau2,"
",,,,
可贵,ho2 gwai3,"
",,,,
可恨,ho2 han6,"
",,,,
可喜可贺,ho2 hei2 ho2 ho6,"
",,,,
可可,ho2 ho2,"
",,,,
可可豆,ho2 ho2 dau6,"
",,,,
可可粉,ho2 ho2 fan2,"
",,,,
可可树,ho2 ho2 syu6,"
",,,,
可圈可点,ho2 hyun1 ho2 dim2,"
",,,,
可卡因,ho2 ka1 yan1,"
",,,,
可兰经,ho2 laan4 ging1,"
",,,,
可怜,ho2 lin4,"
",,,,
可怜虫,ho2 lin4 chung4,"
",,,,
可乐,ho2 lok9,"
",,,,
可唔可以,ho2 m4 ho2 yi5,"可不可以
",,,,
可望而不可及,ho2 mong6 yi4 bat7 ho2 kap9,"
",,,,
可能,ho2 nang4,"
",,,,
可能性,ho2 nang4 sing3,"
",,,,
可爱,ho2 oi3,"
",,,,
可怕,ho2 pa3,"
",,,,
可佩,ho2 pui3,"
",,,,
可信,ho2 seun3,"
",,,,
可信度,ho2 seun3 dou6,"
",,,,
可惜,ho2 sik7,"
",,,,
可塑,ho2 sou3,"
",,,,
可塑性,ho2 sou3 sing3,"
",,,,
可谓,ho2 wai6,"
",,,,
可恶,ho2 wu3,"
",,,,
可以,ho2 yi5,"
",,,,
可遇而不可求,ho2 yu6 yi4 bat7 ho2 kau4,"
",,,,
荷包,ho4 baau1,"
",,,,
荷包,ho4 baau1,"钱包
",,,,
荷包蛋,ho4 baau1 daan6,"
",,,,
荷包倒吊,ho4 baau1 dou3 diu3,"挥霍钱财，乱花钱，挥霍
",,,,
荷包糠,ho4 baau1 hong2,"钱少，身边没有现钱
",,,,
荷包糠糠哋,ho4 baau1 hong2 hong2 dei2,"身边没有现钱
",,,,
荷包仔,ho4 baau1 jai2,"扒手，偷钱包的小偷
",,,,
荷包乱揈,ho4 baau1 lyun2 fing6,"挥霍钱财，花钱无度
",,,,
荷包湆,ho4 baau1 nap9,"小气，吝啬
",,,,
荷包友,ho4 baau1 yau2,"扒手，偷钱包的小偷
",,,,
何必,ho4 bit7,"
",,,,
何必当初,ho4 bit7 dong1 cho1,"
",,,,
何必如此,ho4 bit7 yu4 chi2,"
",,,,
河坣,ho4 bok8,"河堤
",,,,
河畔,ho4 bun6,"
",,,,
河涌,ho4 chung1,"小河，河沟，河汊子
",,,,
何处,ho4 chyu3,"
",,,,
何德何能,ho4 dak7 ho4 nang4,"
",,,,
何等,ho4 dang2,"
",,,,
河东狮吼,ho4 dung1 si1 hau3,"
",,,,
荷花,ho4 fa1,"
",,,,
何况,ho4 fong3,"
",,,,
何妨,ho4 fong4,"
",,,,
何苦来哉,ho4 fu2 loi4 joi1,"
",,,,
荷官,ho4 gun1,"发牌者，庄家
",,,,
何去何从,ho4 heui3 ho4 chung4,"
",,,,
何者,ho4 je2,"
",,,,
何止,ho4 ji2,"
",,,,
